cas,ir_labels,uv_labels,ir_peaks,uv_peaks
64-17-5,"['aromatic_ch', 'ether_co', 'amine_nh_secondary', 'amide_cn', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'sulfone_so2', 'alkyl_halide_cI', 'amine_nh_primary', 'alkane_ch_sp3', 'amine_cn', 'sulfate_so4', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2975.551102204409, 3675.3507014028055, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 479.35871743486973, 717.4348697394789, 948.2965931863728, 1157.5150300601204, 1309.0180360721442, 1842.885771543086, 2319.0380761523047, 2932.2645290581163, 3336.2725450901803, 3790.7815631262524, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1070.941883767535, 1251.302605210421, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1070.941883767535, 1251.302605210421, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2975.551102204409, 3675.3507014028055, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2975.551102204409, 3675.3507014028055, 876.1523046092184, 1034.8697394789579, 1236.8737474949899, 1395.5911823647293, 1438.877755511022, 1915.0300601202405, 2910.62124248497, 2953.9078156312626, 3653.7074148296592, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1070.941883767535, 1251.302605210421, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2975.551102204409, 3675.3507014028055, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 472.1442885771543, 782.3647294589179, 854.5090180360721, 933.8677354709419, 1070.941883767535, 1179.1583166332666, 1352.3046092184368, 1431.6633266533067, 1835.6713426853707, 2001.6032064128258, 2946.693386773547, 3047.695390781563, 3603.2064128256516, 3769.138276553106, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3675.3507014028055, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1395.5911823647293, 2903.4068136272545, 2975.551102204409, 3675.3507014028055, 890.5811623246493, 1063.7274549098197, 1244.0881763527054, 1402.805611222445, 2903.4068136272545, 2982.7655310621244, 3675.3507014028055, 890.5811623246493, 1070.941883767535, 1251.302605210421, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904, 890.5811623246493, 1070.941883767535, 1251.302605210421, 1395.5911823647293, 2903.4068136272545, 2982.7655310621244, 3668.1362725450904]",[]
540-84-1,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_nh', 'amide_cn', 'ester_co_c']",[],"[1193.5871743486973, 1352.3046092184368, 1467.7354709418837, 2903.4068136272545, 2953.9078156312626, 2997.194388777555, 767.935871743487, 897.7955911823647, 955.5110220440882, 998.7975951903808, 1222.4448897795592, 1330.6613226452905, 1417.2344689378758, 1503.807615230461, 2145.8917835671346, 2333.4669338677354, 2766.3326653306613, 3776.3527054108217, 897.7955911823647, 955.5110220440882, 1013.2264529058116, 1150.3006012024048, 1193.5871743486973, 1236.8737474949899, 1280.1603206412826, 1337.875751503006, 1431.6633266533067, 1518.2364729458918, 2340.681362725451, 2780.7615230460924, 2932.2645290581163, 3098.1963927855713, 3177.555110220441, 897.7955911823647, 955.5110220440882, 1013.2264529058116, 1150.3006012024048, 1193.5871743486973, 1236.8737474949899, 1280.1603206412826, 1337.875751503006, 1431.6633266533067, 1547.0941883767534, 2340.681362725451, 2780.7615230460924, 2932.2645290581163, 3090.9819639278558, 3177.555110220441]",[]
110-54-3,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[464.92985971943887, 565.9318637274549, 782.3647294589179, 847.2945891783568, 933.8677354709419, 1107.0140280561122, 1186.372745490982, 1272.9458917835673, 1323.4468937875752, 1410.0200400801605, 1979.9599198396793, 2080.9619238476953, 2448.8977955911823, 2701.4028056112224, 2759.118236472946, 3480.561122244489, 3747.49498997996, 1366.7334669338677, 1446.0921843687374, 2867.3346693386775, 2953.9078156312626, 3004.4088176352707, 681.3627254509017, 847.2945891783568, 948.2965931863728, 1107.0140280561122, 1200.801603206413, 1424.4488977955912, 1597.5951903807616, 2340.681362725451, 2773.547094188377, 2903.4068136272545, 3963.927855711423]",[]
504-29-0,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'anhydride_co', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_nh_primary', 'amine_cn', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[565.9318637274549, 695.7915831663327, 811.2224448897796, 897.7955911823647, 941.0821643286573, 1092.5851703406813, 1215.2304609218436, 1575.9519038076153, 1684.1683366733466, 1785.1703406813626, 1857.314629258517, 1900.6012024048096, 3220.8416833667334, 3617.6352705410823, 464.92985971943887, 493.7875751503006, 544.2885771543087, 710.2204408817636, 746.2925851703407, 825.6513026052105, 926.6533066132265, 1013.2264529058116, 1092.5851703406813, 1171.943887775551, 1215.2304609218436, 1294.5891783567135, 1352.3046092184368, 1460.5210420841684, 1511.0220440881765, 1763.5270541082164, 1886.1723446893789, 2124.248496993988, 2210.821643286573, 2492.184368737475, 2802.4048096192387, 3047.695390781563, 3112.625250501002, 3249.699398797595, 3365.130260521042, 3444.4889779559117, 3783.5671342685373]","[228.09364548494983, 298.32775919732444]"
298-00-0,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[486.5731462925852, 558.7174348697395, 710.2204408817636, 789.5791583166333, 883.3667334669339, 984.3687374749499, 1135.871743486974, 1186.372745490982, 1272.9458917835673, 1402.805611222445, 1460.5210420841684, 1561.5230460921844, 1741.88376753507, 2044.8897795591183, 2874.5490981963926, 3047.695390781563, 3776.3527054108217, 645.2905811623247, 746.2925851703407, 825.6513026052105, 912.2244488977956, 1049.2985971943888, 1099.7995991983967, 1171.943887775551, 1215.2304609218436, 1258.5170340681361, 1337.875751503006, 1446.0921843687374, 1482.1643286573146, 1532.6653306613227, 1575.9519038076153, 2852.9058116232463, 2946.693386773547]",[]
109-87-5,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'sulfone_so2', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[573.1462925851704, 912.2244488977956, 1034.8697394789579, 1121.442885771543, 1438.877755511022, 2037.6753507014027, 2831.2625250501, 2917.8356713426856, 421.64328657314627, 515.4308617234469, 854.5090180360721, 984.3687374749499, 1092.5851703406813, 1330.6613226452905, 1424.4488977955912, 1900.6012024048096, 2016.0320641282565, 2463.3266533066135, 2795.190380761523, 2867.3346693386775, 2982.7655310621244, 3783.5671342685373]",[]
123-86-4,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'thiol_sh', 'nitro_no2_sym', 'anhydride_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c']",[],"[710.2204408817636, 1150.3006012024048, 1337.875751503006, 1424.4488977955912, 1597.5951903807616, 2658.11623246493, 2910.62124248497, 3769.138276553106, 602.004008016032, 1027.6553106212425, 1186.372745490982, 1229.6593186372745, 1280.1603206412826, 1352.3046092184368, 1756.312625250501, 1799.5991983967936, 2953.9078156312626]",[]
292-64-8,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[472.1442885771543, 616.4328657314629, 832.8657314629259, 897.7955911823647, 1006.0120240480962, 1070.941883767535, 1208.0160320641282, 1316.2324649298598, 1388.3767535070142, 1496.5931863727455, 1684.1683366733466, 2023.246492985972, 2759.118236472946, 2874.5490981963926, 3978.3567134268537, 1438.877755511022, 2860.120240480962, 2917.8356713426856, 2961.122244488978]",[]
107-15-3,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'amine_nh_secondary', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'amine_nh_primary', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[464.92985971943887, 753.5070140280561, 840.0801603206413, 1034.8697394789579, 1352.3046092184368, 1453.306613226453, 1597.5951903807616, 2860.120240480962, 2917.8356713426856, 3393.987975951904, 443.2865731462926, 565.9318637274549, 666.9338677354709, 840.0801603206413, 984.3687374749499, 1070.941883767535, 1222.4448897795592, 1330.6613226452905, 1417.2344689378758, 1489.37875751503, 2023.246492985972, 2888.9779559118238, 3047.695390781563, 3350.7014028056115, 3790.7815631262524]",[]
528-29-0,"['aromatic_out_of_plane_ch', 'nitro_no2_sym', 'nitro_no2_asym', 'aromatic_cc', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn']",[],"[695.7915831663327, 760.7214428857715, 832.8657314629259, 1287.374749498998, 1337.875751503006, 1381.1623246492986, 1489.37875751503, 1547.0941883767534, 1619.2384769539078, 2896.1923847695393]",[]
460-00-4,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[450.501002004008, 479.35871743486973, 522.6452905811623, 573.1462925851704, 623.6472945891784, 767.935871743487, 854.5090180360721, 984.3687374749499, 1034.8697394789579, 1128.6573146292585, 1179.1583166332666, 1265.7314629258517, 1337.875751503006, 1453.306613226453, 1568.7374749498997, 1612.0240480961925, 1684.1683366733466, 1785.1703406813626, 1943.8877755511023, 2268.5370741482966, 2795.190380761523, 3805.2104208416836, 479.35871743486973, 587.5751503006012, 811.2224448897796, 998.7975951903808, 1056.5130260521041, 1143.0861723446894, 1229.6593186372745, 1474.9498997995993, 1575.9519038076153]",[270.23411371237455]
626-62-0,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'anhydride_co', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'ester_co', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[580.3607214428857, 674.1482965931864, 825.6513026052105, 905.0100200400802, 1049.2985971943888, 1114.2284569138278, 1193.5871743486973, 1272.9458917835673, 1395.5911823647293, 1474.9498997995993, 1749.0981963927857, 2362.3246492985973, 2715.831663326653, 2881.763527054108, 3776.3527054108217, 479.35871743486973, 645.2905811623247, 796.7935871743487, 991.5831663326653, 1078.1563126252504, 1157.5150300601204, 1236.8737474949899, 1323.4468937875752, 1438.877755511022, 2852.9058116232463, 2925.0501002004007, 2961.122244488978, 3033.2665330661325]","[214.04682274247492, 260.2006688963211, 300.3344481605351]"
540-54-5,"['amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'aromatic_cc', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[450.501002004008, 565.9318637274549, 674.1482965931864, 760.7214428857715, 811.2224448897796, 876.1523046092184, 919.438877755511, 1171.943887775551, 1272.9458917835673, 1359.5190380761524, 1402.805611222445, 1489.37875751503, 1943.8877755511023, 2376.7535070140284, 2896.1923847695393, 3783.5671342685373, 638.0761523046092, 717.4348697394789, 789.5791583166333, 876.1523046092184, 1034.8697394789579, 1287.374749498998, 1381.1623246492986, 1438.877755511022, 2961.122244488978]",[]
75-27-4,"['amine_cn', 'aromatic_out_of_plane_ch', 'alkene_out_of_plane_ch', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[472.1442885771543, 638.0761523046092, 753.5070140280561, 811.2224448897796, 905.0100200400802, 1193.5871743486973, 1453.306613226453, 1648.0961923847697, 2355.1102204408817, 2795.190380761523, 3062.124248496994, 3783.5671342685373, 594.7895791583167, 652.5050100200401, 717.4348697394789, 753.5070140280561, 804.0080160320641, 1157.5150300601204, 1200.801603206413]",[]
431-03-8,"['amine_cn', 'aromatic_out_of_plane_ch', 'alkyne_cc', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'amide_nh', 'aromatic_cc', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[652.5050100200401, 739.0781563126252, 926.6533066132265, 977.1543086172345, 1229.6593186372745, 1373.947895791583, 1568.7374749498997, 2203.607214428858, 3199.198396793587, 3935.070140280561, 558.7174348697395, 897.7955911823647, 1049.2985971943888, 1092.5851703406813, 1143.0861723446894, 1337.875751503006, 1417.2344689378758, 1648.0961923847697, 1698.5971943887776, 1777.9559118236473, 3011.623246492986, 3415.6312625250503]",[]
57-55-6,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'anhydride_co', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[493.7875751503006, 782.3647294589179, 868.937875751503, 969.939879759519, 1013.2264529058116, 1107.0140280561122, 1171.943887775551, 1770.741482965932, 2946.693386773547, 3011.623246492986, 3776.3527054108217, 645.2905811623247, 782.3647294589179, 811.2224448897796, 890.5811623246493, 969.939879759519, 1013.2264529058116, 1114.2284569138278, 1179.1583166332666, 1258.5170340681361, 1309.0180360721442, 1352.3046092184368, 1446.0921843687374, 2095.3907815631264, 2946.693386773547, 3026.052104208417, 515.4308617234469, 832.8657314629259, 912.2244488977956, 1034.8697394789579, 1236.8737474949899, 1366.7334669338677, 1438.877755511022, 2874.5490981963926, 2917.8356713426856, 2961.122244488978, 3632.064128256513]",[]
100-74-3,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_out_of_plane_ch', 'alkene_ch_sp2', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'aromatic_cc', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[594.7895791583167, 753.5070140280561, 847.2945891783568, 926.6533066132265, 1013.2264529058116, 1070.941883767535, 1114.2284569138278, 1294.5891783567135, 1345.0901803607214, 1438.877755511022, 2795.190380761523, 2852.9058116232463, 2953.9078156312626, 464.92985971943887, 587.5751503006012, 630.8617234468938, 688.5771543086173, 825.6513026052105, 883.3667334669339, 912.2244488977956, 962.7254509018036, 1042.0841683366734, 1085.370741482966, 1179.1583166332666, 1222.4448897795592, 1280.1603206412826, 1330.6613226452905, 1373.947895791583, 1417.2344689378758, 1489.37875751503, 1612.0240480961925, 1814.0280561122245, 2016.0320641282565, 2355.1102204408817, 2701.4028056112224, 2831.2625250501, 2881.763527054108, 3083.76753507014, 3769.138276553106]",[]
623-91-6,"['ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'amine_nh_primary', 'sulfate_so4', 'amine_cn', 'alkene_cc']",[],"[486.5731462925852, 580.3607214428857, 695.7915831663327, 832.8657314629259, 890.5811623246493, 1006.0120240480962, 1070.941883767535, 1121.442885771543, 1200.801603206413, 1272.9458917835673, 1345.0901803607214, 1395.5911823647293, 1424.4488977955912, 1568.7374749498997, 1676.9539078156313, 1842.885771543086, 2196.392785571142, 3040.4809619238476, 3393.987975951904, 3790.7815631262524]",[]
592-42-7,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'aldehyde_co', 'ketone_co', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'carboxylic_acid_co']",[],"[493.7875751503006, 580.3607214428857, 746.2925851703407, 962.7254509018036, 1164.7294589178357, 1352.3046092184368, 1482.1643286573146, 1619.2384769539078, 1720.2404809619238, 1929.4589178356714, 2080.9619238476953, 2333.4669338677354, 2874.5490981963926, 2961.122244488978, 3033.2665330661325, 3783.5671342685373, 623.6472945891784, 847.2945891783568, 897.7955911823647, 977.1543086172345, 1294.5891783567135, 1417.2344689378758, 1619.2384769539078, 1814.0280561122245, 2852.9058116232463, 2917.8356713426856, 2975.551102204409, 3069.3386773547095]",[]
100-61-8,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'nitro_no2_asym', 'isocyanate_nco', 'sulfone_so2', 'alkyl_halide_cbr', 'nitrile_cn', 'alkyl_halide_cI', 'amine_nh_primary', 'alkane_ch_sp3', 'amine_cn', 'sulfate_so4', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[486.5731462925852, 674.1482965931864, 731.8637274549098, 1070.941883767535, 1157.5150300601204, 1236.8737474949899, 1309.0180360721442, 1467.7354709418837, 1496.5931863727455, 1597.5951903807616, 1640.881763527054, 2816.8336673346694, 2903.4068136272545, 3047.695390781563, 3437.2745490981965, 472.1442885771543, 565.9318637274549, 666.9338677354709, 724.6492985971944, 847.2945891783568, 905.0100200400802, 969.939879759519, 1013.2264529058116, 1049.2985971943888, 1107.0140280561122, 1229.6593186372745, 1294.5891783567135, 1395.5911823647293, 1460.5210420841684, 1554.308617234469, 1655.310621242485, 1799.5991983967936, 1871.743486973948, 2167.5350701402804, 2622.044088176353, 2845.691382765531, 2961.122244488978, 3004.4088176352707, 3271.3426853707415, 3783.5671342685373, 623.6472945891784, 674.1482965931864, 724.6492985971944, 854.5090180360721, 926.6533066132265, 1020.440881763527, 1049.2985971943888, 1107.0140280561122, 1236.8737474949899, 1294.5891783567135, 1402.805611222445, 1561.5230460921844, 1749.0981963927857, 1878.9579158316633, 2254.1082164328654, 2629.258517034068, 2845.691382765531, 2968.3366733466933, 3004.4088176352707, 3170.3406813627253, 3949.498997995992]","[230.10033444816054, 242.14046822742475, 294.314381270903]"
108-95-2,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_cn', 'alkene_cc', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[486.5731462925852, 674.1482965931864, 739.0781563126252, 796.7935871743487, 876.1523046092184, 1049.2985971943888, 1157.5150300601204, 1236.8737474949899, 1316.2324649298598, 1474.9498997995993, 1547.0941883767534, 1590.3807615230462, 1676.9539078156313, 1915.0300601202405, 3033.2665330661325, 3639.2785571142285, 486.5731462925852, 558.7174348697395, 666.9338677354709, 717.4348697394789, 789.5791583166333, 854.5090180360721, 912.2244488977956, 1049.2985971943888, 1092.5851703406813, 1294.5891783567135, 1424.4488977955912, 1532.6653306613227, 1669.739478957916, 1741.88376753507, 1814.0280561122245, 1893.3867735470942, 2131.4629258517034, 2542.685370741483, 2802.4048096192387, 2917.8356713426856, 3076.553106212425, 3134.2685370741483, 3574.3486973947897, 3776.3527054108217]","[214.04682274247492, 274.24749163879596]"
75-72-9,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'ether_co', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[479.35871743486973, 666.9338677354709, 1013.2264529058116, 1157.5150300601204, 1251.302605210421, 1280.1603206412826, 1698.5971943887776, 2355.1102204408817, 3776.3527054108217, 760.7214428857715, 1085.370741482966, 1193.5871743486973]",[]
616-38-6,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'anhydride_co', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'amide_nh', 'carboxylic_acid_oh_broad', 'aromatic_cc', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr']",[],"[443.2865731462926, 493.7875751503006, 537.0741482965932, 594.7895791583167, 710.2204408817636, 825.6513026052105, 883.3667334669339, 941.0821643286573, 1049.2985971943888, 1121.442885771543, 1402.805611222445, 1511.0220440881765, 1626.4529058116232, 1676.9539078156313, 1864.5290581162326, 1929.4589178356714, 2008.8176352705411, 2153.1062124248497, 2333.4669338677354, 2593.186372745491, 2694.188376753507, 2881.763527054108, 2925.0501002004007, 2982.7655310621244, 3278.557114228457, 3776.3527054108217, 796.7935871743487, 969.939879759519, 1229.6593186372745, 1272.9458917835673, 1438.877755511022, 1756.312625250501, 2953.9078156312626]",[]
